CODIGO_MESA,DESCRIPCION,CODIGO_PAIS,NOMBRE_PAIS,CODIGO_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,CODIGO_PROVINCIA,NOMBRE_PROVINCIA,CODIGO_SECCION,NOMBRE_MUNICIPIO,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,CODIGO_RECINTO,NOMBRE_RECINTO,NUMERO_MESA,INSCRITOS_HABILITADOS,S.A.M.,APU,BST,C-A,FPV,FIC,INCA-FS,TCA,L.E.A.L,MAS-IPSP,MRP,MTS,PP,PAN-BOL,PDC,SUMA,UCS,UNICO,UN SOL PARA ORURO,VOTO_VALIDO,VOTO_BLANCO,VOTO_NULO,VOTO_EMITIDO,VOTO_VALIDO_SISTEMA,VOTO_EMITIDO_SISTEMA
4000012,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,85,Liceo Antofagasta,1,220,0,0,44,5,4,0,0,0,0,50,0,2,22,1,4,0,6,6,38,182,8,7,197,182,197
4000022,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,85,Liceo Antofagasta,2,220,0,0,35,8,3,0,0,0,0,44,0,5,19,5,2,0,4,8,39,172,15,9,196,172,196
4000032,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,85,Liceo Antofagasta,3,220,0,0,51,1,3,0,0,0,0,48,0,1,9,4,2,0,3,2,31,155,17,20,192,155,192
4000042,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,85,Liceo Antofagasta,4,220,0,0,39,6,0,0,0,0,0,30,0,6,21,1,4,0,5,5,31,148,11,16,175,148,175
4000052,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,85,Liceo Antofagasta,5,220,0,0,31,8,3,0,0,0,0,25,0,2,18,2,4,0,6,5,45,149,15,9,173,149,173
4000062,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,85,Liceo Antofagasta,6,66,0,0,16,2,0,0,0,0,0,12,0,1,4,1,3,0,2,3,9,53,4,3,60,53,60
4000072,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,1,220,0,0,56,5,3,0,0,0,0,28,0,0,32,3,1,0,2,6,36,172,8,6,186,172,186
4000102,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,4,220,0,0,44,12,3,0,0,0,0,34,0,3,18,3,1,0,6,6,48,178,6,4,188,178,188
4000112,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,5,220,0,0,47,11,5,0,0,0,0,23,0,2,17,1,3,0,3,12,33,157,15,10,182,157,182
4000122,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,6,172,0,0,49,4,2,0,0,0,0,14,0,1,18,6,1,0,5,12,28,140,3,10,153,140,153
4000132,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,1,220,0,0,25,5,5,0,0,0,0,40,0,6,12,3,5,0,5,7,57,170,6,9,185,170,185
4000152,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,3,220,0,0,41,3,6,0,0,0,0,52,0,1,13,2,2,0,3,3,41,167,12,9,188,167,188
4000172,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,5,220,0,0,27,9,0,0,0,0,0,54,0,2,29,1,1,0,1,6,37,167,7,9,183,167,183
4000182,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,6,26,0,0,3,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,6,17,1,2,20,17,20
4000382,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,31001,U.E. Ildenfonso murguia (Temporal),1,220,0,0,40,3,4,0,0,0,0,56,0,6,6,3,5,0,5,4,32,164,10,10,184,164,184
4000392,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,31001,U.E. Ildenfonso murguia (Temporal),2,220,0,0,27,3,6,0,0,0,0,66,0,1,18,2,6,0,6,5,26,166,11,14,191,166,191
4000412,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,31001,U.E. Ildenfonso murguia (Temporal),4,220,0,0,32,2,3,0,0,0,0,55,0,3,18,2,1,0,5,6,36,163,8,9,180,163,180
4000442,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,31001,U.E. Ildenfonso murguia (Temporal),7,220,0,0,22,9,4,0,0,0,0,42,0,8,15,8,2,0,2,4,35,151,18,17,186,151,186
4000452,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,31001,U.E. Ildenfonso murguia (Temporal),8,220,0,0,35,1,5,0,0,0,0,51,0,2,23,2,3,0,6,2,35,165,14,14,193,165,193
4000462,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,31001,U.E. Ildenfonso murguia (Temporal),9,220,0,0,28,4,5,0,0,0,0,50,0,5,18,1,1,0,1,6,43,162,14,11,187,162,187
4000472,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,31001,U.E. Ildenfonso murguia (Temporal),10,109,0,0,28,1,0,0,0,0,0,22,0,2,8,1,2,0,4,5,19,92,4,4,100,92,100
4000492,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,2,220,0,0,46,3,2,0,0,0,0,34,0,0,22,1,5,0,2,9,41,165,14,15,194,165,194
4000502,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,3,220,0,0,43,6,1,0,0,0,0,35,0,5,18,7,2,0,4,4,27,152,12,17,181,152,181
4000522,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,5,146,0,0,31,3,2,0,0,0,0,23,0,2,19,1,3,0,3,3,25,115,3,11,129,115,129
4000712,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,1,220,0,0,48,11,1,0,0,0,0,38,0,3,8,2,5,0,7,6,35,164,9,15,188,164,188
